# 来源 war3map.w3r 的 RctPlayer_0..7，加上 war3map.wpm。
# 每个区域 1152×2048，按 128 分成 9 列 × 16 行。抽查的 144 个中心点都可走且可造。
# 不是模拟器里的 6×4。本文件先不接 CombatSim。
# w3i 开始点与这些区域不是一一对应，见 starts.txt。
region,col,row,x,y,walk,build
RctPlayer_0,1,4,-6080,3712,1,1
RctPlayer_0,2,4,-5952,3712,1,1
RctPlayer_0,3,4,-5824,3712,1,1
RctPlayer_0,4,4,-5696,3712,1,1
RctPlayer_0,5,4,-5568,3712,1,1
RctPlayer_0,6,4,-5440,3712,1,1
RctPlayer_0,7,4,-5312,3712,1,1
RctPlayer_0,8,4,-5184,3712,1,1
RctPlayer_0,0,5,-6208,3840,1,1
RctPlayer_0,1,5,-6080,3840,1,1
RctPlayer_0,2,5,-5952,3840,1,1
RctPlayer_0,3,5,-5824,3840,1,1
RctPlayer_0,4,5,-5696,3840,1,1
RctPlayer_0,5,5,-5568,3840,1,1
RctPlayer_0,6,5,-5440,3840,1,1
RctPlayer_0,7,5,-5312,3840,1,1
RctPlayer_0,8,5,-5184,3840,1,1
RctPlayer_0,0,6,-6208,3968,1,1
RctPlayer_0,1,6,-6080,3968,1,1
RctPlayer_0,2,6,-5952,3968,1,1
RctPlayer_0,3,6,-5824,3968,1,1
RctPlayer_0,4,6,-5696,3968,1,1
RctPlayer_0,5,6,-5568,3968,1,1
RctPlayer_0,6,6,-5440,3968,1,1
RctPlayer_0,7,6,-5312,3968,1,1
RctPlayer_0,8,6,-5184,3968,1,1
RctPlayer_0,0,7,-6208,4096,1,1
RctPlayer_0,1,7,-6080,4096,1,1
RctPlayer_0,2,7,-5952,4096,1,1
RctPlayer_0,3,7,-5824,4096,1,1
RctPlayer_0,4,7,-5696,4096,1,1
RctPlayer_0,5,7,-5568,4096,1,1
RctPlayer_0,6,7,-5440,4096,1,1
RctPlayer_0,7,7,-5312,4096,1,1
RctPlayer_0,8,7,-5184,4096,1,1
RctPlayer_0,0,8,-6208,4224,1,1
RctPlayer_0,1,8,-6080,4224,1,1
RctPlayer_0,2,8,-5952,4224,1,1
RctPlayer_0,3,8,-5824,4224,1,1
RctPlayer_0,4,8,-5696,4224,1,1
RctPlayer_0,5,8,-5568,4224,1,1
RctPlayer_0,6,8,-5440,4224,1,1
RctPlayer_0,7,8,-5312,4224,1,1
RctPlayer_0,8,8,-5184,4224,1,1
RctPlayer_0,0,9,-6208,4352,1,1
RctPlayer_0,1,9,-6080,4352,1,1
RctPlayer_0,2,9,-5952,4352,1,1
RctPlayer_0,3,9,-5824,4352,1,1
RctPlayer_0,4,9,-5696,4352,1,1
RctPlayer_0,5,9,-5568,4352,1,1
RctPlayer_0,6,9,-5440,4352,1,1
RctPlayer_0,7,9,-5312,4352,1,1
RctPlayer_0,8,9,-5184,4352,1,1
RctPlayer_0,0,10,-6208,4480,1,1
RctPlayer_0,1,10,-6080,4480,1,1
RctPlayer_0,2,10,-5952,4480,1,1
RctPlayer_0,3,10,-5824,4480,1,1
RctPlayer_0,4,10,-5696,4480,1,1
RctPlayer_0,5,10,-5568,4480,1,1
RctPlayer_0,6,10,-5440,4480,1,1
RctPlayer_0,7,10,-5312,4480,1,1
RctPlayer_0,8,10,-5184,4480,1,1
RctPlayer_0,0,11,-6208,4608,1,1
RctPlayer_0,1,11,-6080,4608,1,1
RctPlayer_0,2,11,-5952,4608,1,1
RctPlayer_0,3,11,-5824,4608,1,1
RctPlayer_0,4,11,-5696,4608,1,1
RctPlayer_0,5,11,-5568,4608,1,1
RctPlayer_0,6,11,-5440,4608,1,1
RctPlayer_0,7,11,-5312,4608,1,1
RctPlayer_0,8,11,-5184,4608,1,1
RctPlayer_0,0,12,-6208,4736,1,1
RctPlayer_0,1,12,-6080,4736,1,1
RctPlayer_0,2,12,-5952,4736,1,1
RctPlayer_0,3,12,-5824,4736,1,1
RctPlayer_0,4,12,-5696,4736,1,1
RctPlayer_0,5,12,-5568,4736,1,1
RctPlayer_0,6,12,-5440,4736,1,1
RctPlayer_0,7,12,-5312,4736,1,1
RctPlayer_0,8,12,-5184,4736,1,1
RctPlayer_0,0,13,-6208,4864,1,1
RctPlayer_0,1,13,-6080,4864,1,1
RctPlayer_0,2,13,-5952,4864,1,1
RctPlayer_0,3,13,-5824,4864,1,1
RctPlayer_0,4,13,-5696,4864,1,1
RctPlayer_0,5,13,-5568,4864,1,1
RctPlayer_0,6,13,-5440,4864,1,1
RctPlayer_0,7,13,-5312,4864,1,1
RctPlayer_0,8,13,-5184,4864,1,1
RctPlayer_0,0,14,-6208,4992,1,1
RctPlayer_0,1,14,-6080,4992,1,1
RctPlayer_0,2,14,-5952,4992,1,1
RctPlayer_0,3,14,-5824,4992,1,1
RctPlayer_0,4,14,-5696,4992,1,1
RctPlayer_0,5,14,-5568,4992,1,1
RctPlayer_0,6,14,-5440,4992,1,1
RctPlayer_0,7,14,-5312,4992,1,1
RctPlayer_0,8,14,-5184,4992,1,1
RctPlayer_0,0,15,-6208,5120,1,1
RctPlayer_0,1,15,-6080,5120,1,1
RctPlayer_0,2,15,-5952,5120,1,1
RctPlayer_0,3,15,-5824,5120,1,1
RctPlayer_0,4,15,-5696,5120,1,1
RctPlayer_0,5,15,-5568,5120,1,1
RctPlayer_0,6,15,-5440,5120,1,1
RctPlayer_0,7,15,-5312,5120,1,1
RctPlayer_0,8,15,-5184,5120,1,1
RctPlayer_1,0,0,-6208,512,1,1
RctPlayer_1,1,0,-6080,512,1,1
RctPlayer_1,2,0,-5952,512,1,1
RctPlayer_1,3,0,-5824,512,1,1
RctPlayer_1,4,0,-5696,512,1,1
RctPlayer_1,5,0,-5568,512,1,1
RctPlayer_1,6,0,-5440,512,1,1
RctPlayer_1,7,0,-5312,512,1,1
RctPlayer_1,8,0,-5184,512,1,1
RctPlayer_1,0,1,-6208,640,1,1
RctPlayer_1,1,1,-6080,640,1,1
RctPlayer_1,2,1,-5952,640,1,1
RctPlayer_1,3,1,-5824,640,1,1
RctPlayer_1,4,1,-5696,640,1,1
RctPlayer_1,5,1,-5568,640,1,1
RctPlayer_1,6,1,-5440,640,1,1
RctPlayer_1,7,1,-5312,640,1,1
RctPlayer_1,8,1,-5184,640,1,1
RctPlayer_1,0,2,-6208,768,1,1
RctPlayer_1,1,2,-6080,768,1,1
RctPlayer_1,2,2,-5952,768,1,1
RctPlayer_1,3,2,-5824,768,1,1
RctPlayer_1,4,2,-5696,768,1,1
RctPlayer_1,5,2,-5568,768,1,1
RctPlayer_1,6,2,-5440,768,1,1
RctPlayer_1,7,2,-5312,768,1,1
RctPlayer_1,8,2,-5184,768,1,1
RctPlayer_1,0,3,-6208,896,1,1
RctPlayer_1,1,3,-6080,896,1,1
RctPlayer_1,2,3,-5952,896,1,1
RctPlayer_1,3,3,-5824,896,1,1
RctPlayer_1,4,3,-5696,896,1,1
RctPlayer_1,5,3,-5568,896,1,1
RctPlayer_1,6,3,-5440,896,1,1
RctPlayer_1,7,3,-5312,896,1,1
RctPlayer_1,8,3,-5184,896,1,1
RctPlayer_1,0,4,-6208,1024,1,1
RctPlayer_1,1,4,-6080,1024,1,1
RctPlayer_1,2,4,-5952,1024,1,1
RctPlayer_1,3,4,-5824,1024,1,1
RctPlayer_1,4,4,-5696,1024,1,1
RctPlayer_1,5,4,-5568,1024,1,1
RctPlayer_1,6,4,-5440,1024,1,1
RctPlayer_1,7,4,-5312,1024,1,1
RctPlayer_1,8,4,-5184,1024,1,1
RctPlayer_1,0,5,-6208,1152,1,1
RctPlayer_1,1,5,-6080,1152,1,1
RctPlayer_1,2,5,-5952,1152,1,1
RctPlayer_1,3,5,-5824,1152,1,1
RctPlayer_1,4,5,-5696,1152,1,1
RctPlayer_1,5,5,-5568,1152,1,1
RctPlayer_1,6,5,-5440,1152,1,1
RctPlayer_1,7,5,-5312,1152,1,1
RctPlayer_1,8,5,-5184,1152,1,1
RctPlayer_1,0,6,-6208,1280,1,1
RctPlayer_1,1,6,-6080,1280,1,1
RctPlayer_1,2,6,-5952,1280,1,1
RctPlayer_1,3,6,-5824,1280,1,1
RctPlayer_1,4,6,-5696,1280,1,1
RctPlayer_1,5,6,-5568,1280,1,1
RctPlayer_1,6,6,-5440,1280,1,1
RctPlayer_1,7,6,-5312,1280,1,1
RctPlayer_1,8,6,-5184,1280,1,1
RctPlayer_1,0,7,-6208,1408,1,1
RctPlayer_1,1,7,-6080,1408,1,1
RctPlayer_1,2,7,-5952,1408,1,1
RctPlayer_1,3,7,-5824,1408,1,1
RctPlayer_1,4,7,-5696,1408,1,1
RctPlayer_1,5,7,-5568,1408,1,1
RctPlayer_1,6,7,-5440,1408,1,1
RctPlayer_1,7,7,-5312,1408,1,1
RctPlayer_1,8,7,-5184,1408,1,1
RctPlayer_1,0,8,-6208,1536,1,1
RctPlayer_1,1,8,-6080,1536,1,1
RctPlayer_1,2,8,-5952,1536,1,1
RctPlayer_1,3,8,-5824,1536,1,1
RctPlayer_1,4,8,-5696,1536,1,1
RctPlayer_1,5,8,-5568,1536,1,1
RctPlayer_1,6,8,-5440,1536,1,1
RctPlayer_1,7,8,-5312,1536,1,1
RctPlayer_1,8,8,-5184,1536,1,1
RctPlayer_1,0,9,-6208,1664,1,1
RctPlayer_1,1,9,-6080,1664,1,1
RctPlayer_1,2,9,-5952,1664,1,1
RctPlayer_1,3,9,-5824,1664,1,1
RctPlayer_1,4,9,-5696,1664,1,1
RctPlayer_1,5,9,-5568,1664,1,1
RctPlayer_1,6,9,-5440,1664,1,1
RctPlayer_1,7,9,-5312,1664,1,1
RctPlayer_1,8,9,-5184,1664,1,1
RctPlayer_1,0,10,-6208,1792,1,1
RctPlayer_1,1,10,-6080,1792,1,1
RctPlayer_1,2,10,-5952,1792,1,1
RctPlayer_1,3,10,-5824,1792,1,1
RctPlayer_1,4,10,-5696,1792,1,1
RctPlayer_1,5,10,-5568,1792,1,1
RctPlayer_1,6,10,-5440,1792,1,1
RctPlayer_1,7,10,-5312,1792,1,1
RctPlayer_1,8,10,-5184,1792,1,1
RctPlayer_1,0,11,-6208,1920,1,1
RctPlayer_1,1,11,-6080,1920,1,1
RctPlayer_1,2,11,-5952,1920,1,1
RctPlayer_1,3,11,-5824,1920,1,1
RctPlayer_1,4,11,-5696,1920,1,1
RctPlayer_1,5,11,-5568,1920,1,1
RctPlayer_1,6,11,-5440,1920,1,1
RctPlayer_1,7,11,-5312,1920,1,1
RctPlayer_1,8,11,-5184,1920,1,1
RctPlayer_1,0,12,-6208,2048,1,1
RctPlayer_1,1,12,-6080,2048,1,1
RctPlayer_1,2,12,-5952,2048,1,1
RctPlayer_1,3,12,-5824,2048,1,1
RctPlayer_1,4,12,-5696,2048,1,1
RctPlayer_1,5,12,-5568,2048,1,1
RctPlayer_1,6,12,-5440,2048,1,1
RctPlayer_1,7,12,-5312,2048,1,1
RctPlayer_1,8,12,-5184,2048,1,1
RctPlayer_1,0,13,-6208,2176,1,1
RctPlayer_1,1,13,-6080,2176,1,1
RctPlayer_1,2,13,-5952,2176,1,1
RctPlayer_1,3,13,-5824,2176,1,1
RctPlayer_1,4,13,-5696,2176,1,1
RctPlayer_1,5,13,-5568,2176,1,1
RctPlayer_1,6,13,-5440,2176,1,1
RctPlayer_1,7,13,-5312,2176,1,1
RctPlayer_1,8,13,-5184,2176,1,1
RctPlayer_1,0,14,-6208,2304,1,1
RctPlayer_1,1,14,-6080,2304,1,1
RctPlayer_1,2,14,-5952,2304,1,1
RctPlayer_1,3,14,-5824,2304,1,1
RctPlayer_1,4,14,-5696,2304,1,1
RctPlayer_1,5,14,-5568,2304,1,1
RctPlayer_1,6,14,-5440,2304,1,1
RctPlayer_1,7,14,-5312,2304,1,1
RctPlayer_1,8,14,-5184,2304,1,1
RctPlayer_1,0,15,-6208,2432,1,1
RctPlayer_1,1,15,-6080,2432,1,1
RctPlayer_1,2,15,-5952,2432,1,1
RctPlayer_1,3,15,-5824,2432,1,1
RctPlayer_1,4,15,-5696,2432,1,1
RctPlayer_1,5,15,-5568,2432,1,1
RctPlayer_1,6,15,-5440,2432,1,1
RctPlayer_1,7,15,-5312,2432,1,1
RctPlayer_1,8,15,-5184,2432,1,1
RctPlayer_2,0,0,-1856,3200,1,1
RctPlayer_2,1,0,-1728,3200,1,1
RctPlayer_2,2,0,-1600,3200,1,1
RctPlayer_2,3,0,-1472,3200,1,1
RctPlayer_2,4,0,-1344,3200,1,1
RctPlayer_2,5,0,-1216,3200,1,1
RctPlayer_2,6,0,-1088,3200,1,1
RctPlayer_2,7,0,-960,3200,1,1
RctPlayer_2,8,0,-832,3200,1,1
RctPlayer_2,0,1,-1856,3328,1,1
RctPlayer_2,1,1,-1728,3328,1,1
RctPlayer_2,2,1,-1600,3328,1,1
RctPlayer_2,3,1,-1472,3328,1,1
RctPlayer_2,4,1,-1344,3328,1,1
RctPlayer_2,5,1,-1216,3328,1,1
RctPlayer_2,6,1,-1088,3328,1,1
RctPlayer_2,7,1,-960,3328,1,1
RctPlayer_2,8,1,-832,3328,1,1
RctPlayer_2,0,2,-1856,3456,1,1
RctPlayer_2,1,2,-1728,3456,1,1
RctPlayer_2,2,2,-1600,3456,1,1
RctPlayer_2,3,2,-1472,3456,1,1
RctPlayer_2,4,2,-1344,3456,1,1
RctPlayer_2,5,2,-1216,3456,1,1
RctPlayer_2,6,2,-1088,3456,1,1
RctPlayer_2,7,2,-960,3456,1,1
RctPlayer_2,8,2,-832,3456,1,1
RctPlayer_2,0,3,-1856,3584,1,1
RctPlayer_2,1,3,-1728,3584,1,1
RctPlayer_2,2,3,-1600,3584,1,1
RctPlayer_2,3,3,-1472,3584,1,1
RctPlayer_2,4,3,-1344,3584,1,1
RctPlayer_2,5,3,-1216,3584,1,1
RctPlayer_2,6,3,-1088,3584,1,1
RctPlayer_2,7,3,-960,3584,1,1
RctPlayer_2,8,3,-832,3584,1,1
RctPlayer_2,0,4,-1856,3712,1,1
RctPlayer_2,1,4,-1728,3712,1,1
RctPlayer_2,2,4,-1600,3712,1,1
RctPlayer_2,3,4,-1472,3712,1,1
RctPlayer_2,4,4,-1344,3712,1,1
RctPlayer_2,5,4,-1216,3712,1,1
RctPlayer_2,6,4,-1088,3712,1,1
RctPlayer_2,7,4,-960,3712,1,1
RctPlayer_2,8,4,-832,3712,1,1
RctPlayer_2,0,5,-1856,3840,1,1
RctPlayer_2,1,5,-1728,3840,1,1
RctPlayer_2,2,5,-1600,3840,1,1
RctPlayer_2,3,5,-1472,3840,1,1
RctPlayer_2,4,5,-1344,3840,1,1
RctPlayer_2,5,5,-1216,3840,1,1
RctPlayer_2,6,5,-1088,3840,1,1
RctPlayer_2,7,5,-960,3840,1,1
RctPlayer_2,8,5,-832,3840,1,1
RctPlayer_2,0,6,-1856,3968,1,1
RctPlayer_2,1,6,-1728,3968,1,1
RctPlayer_2,2,6,-1600,3968,1,1
RctPlayer_2,3,6,-1472,3968,1,1
RctPlayer_2,4,6,-1344,3968,1,1
RctPlayer_2,5,6,-1216,3968,1,1
RctPlayer_2,6,6,-1088,3968,1,1
RctPlayer_2,7,6,-960,3968,1,1
RctPlayer_2,8,6,-832,3968,1,1
RctPlayer_2,0,7,-1856,4096,1,1
RctPlayer_2,1,7,-1728,4096,1,1
RctPlayer_2,2,7,-1600,4096,1,1
RctPlayer_2,3,7,-1472,4096,1,1
RctPlayer_2,4,7,-1344,4096,1,1
RctPlayer_2,5,7,-1216,4096,1,1
RctPlayer_2,6,7,-1088,4096,1,1
RctPlayer_2,7,7,-960,4096,1,1
RctPlayer_2,8,7,-832,4096,1,1
RctPlayer_2,0,8,-1856,4224,1,1
RctPlayer_2,1,8,-1728,4224,1,1
RctPlayer_2,2,8,-1600,4224,1,1
RctPlayer_2,3,8,-1472,4224,1,1
RctPlayer_2,4,8,-1344,4224,1,1
RctPlayer_2,5,8,-1216,4224,1,1
RctPlayer_2,6,8,-1088,4224,1,1
RctPlayer_2,7,8,-960,4224,1,1
RctPlayer_2,8,8,-832,4224,1,1
RctPlayer_2,0,9,-1856,4352,1,1
RctPlayer_2,1,9,-1728,4352,1,1
RctPlayer_2,2,9,-1600,4352,1,1
RctPlayer_2,3,9,-1472,4352,1,1
RctPlayer_2,4,9,-1344,4352,1,1
RctPlayer_2,5,9,-1216,4352,1,1
RctPlayer_2,6,9,-1088,4352,1,1
RctPlayer_2,7,9,-960,4352,1,1
RctPlayer_2,8,9,-832,4352,1,1
RctPlayer_2,0,10,-1856,4480,1,1
RctPlayer_2,1,10,-1728,4480,1,1
RctPlayer_2,2,10,-1600,4480,1,1
RctPlayer_2,3,10,-1472,4480,1,1
RctPlayer_2,4,10,-1344,4480,1,1
RctPlayer_2,5,10,-1216,4480,1,1
RctPlayer_2,6,10,-1088,4480,1,1
RctPlayer_2,7,10,-960,4480,1,1
RctPlayer_2,8,10,-832,4480,1,1
RctPlayer_2,0,11,-1856,4608,1,1
RctPlayer_2,1,11,-1728,4608,1,1
RctPlayer_2,2,11,-1600,4608,1,1
RctPlayer_2,3,11,-1472,4608,1,1
RctPlayer_2,4,11,-1344,4608,1,1
RctPlayer_2,5,11,-1216,4608,1,1
RctPlayer_2,6,11,-1088,4608,1,1
RctPlayer_2,7,11,-960,4608,1,1
RctPlayer_2,8,11,-832,4608,1,1
RctPlayer_2,0,12,-1856,4736,1,1
RctPlayer_2,1,12,-1728,4736,1,1
RctPlayer_2,2,12,-1600,4736,1,1
RctPlayer_2,3,12,-1472,4736,1,1
RctPlayer_2,4,12,-1344,4736,1,1
RctPlayer_2,5,12,-1216,4736,1,1
RctPlayer_2,6,12,-1088,4736,1,1
RctPlayer_2,7,12,-960,4736,1,1
RctPlayer_2,8,12,-832,4736,1,1
RctPlayer_2,0,13,-1856,4864,1,1
RctPlayer_2,1,13,-1728,4864,1,1
RctPlayer_2,2,13,-1600,4864,1,1
RctPlayer_2,3,13,-1472,4864,1,1
RctPlayer_2,4,13,-1344,4864,1,1
RctPlayer_2,5,13,-1216,4864,1,1
RctPlayer_2,6,13,-1088,4864,1,1
RctPlayer_2,7,13,-960,4864,1,1
RctPlayer_2,8,13,-832,4864,1,1
RctPlayer_2,0,14,-1856,4992,1,1
RctPlayer_2,1,14,-1728,4992,1,1
RctPlayer_2,2,14,-1600,4992,1,1
RctPlayer_2,3,14,-1472,4992,1,1
RctPlayer_2,4,14,-1344,4992,1,1
RctPlayer_2,5,14,-1216,4992,1,1
RctPlayer_2,6,14,-1088,4992,1,1
RctPlayer_2,7,14,-960,4992,1,1
RctPlayer_2,8,14,-832,4992,1,1
RctPlayer_2,0,15,-1856,5120,1,1
RctPlayer_2,1,15,-1728,5120,1,1
RctPlayer_2,2,15,-1600,5120,1,1
RctPlayer_2,3,15,-1472,5120,1,1
RctPlayer_2,4,15,-1344,5120,1,1
RctPlayer_2,5,15,-1216,5120,1,1
RctPlayer_2,6,15,-1088,5120,1,1
RctPlayer_2,7,15,-960,5120,1,1
RctPlayer_2,8,15,-832,5120,1,1
RctPlayer_3,0,0,-1856,512,1,1
RctPlayer_3,1,0,-1728,512,1,1
RctPlayer_3,2,0,-1600,512,1,1
RctPlayer_3,3,0,-1472,512,1,1
RctPlayer_3,4,0,-1344,512,1,1
RctPlayer_3,5,0,-1216,512,1,1
RctPlayer_3,6,0,-1088,512,1,1
RctPlayer_3,7,0,-960,512,1,1
RctPlayer_3,8,0,-832,512,1,1
RctPlayer_3,0,1,-1856,640,1,1
RctPlayer_3,1,1,-1728,640,1,1
RctPlayer_3,2,1,-1600,640,1,1
RctPlayer_3,3,1,-1472,640,1,1
RctPlayer_3,4,1,-1344,640,1,1
RctPlayer_3,5,1,-1216,640,1,1
RctPlayer_3,6,1,-1088,640,1,1
RctPlayer_3,7,1,-960,640,1,1
RctPlayer_3,8,1,-832,640,1,1
RctPlayer_3,0,2,-1856,768,1,1
RctPlayer_3,1,2,-1728,768,1,1
RctPlayer_3,2,2,-1600,768,1,1
RctPlayer_3,3,2,-1472,768,1,1
RctPlayer_3,4,2,-1344,768,1,1
RctPlayer_3,5,2,-1216,768,1,1
RctPlayer_3,6,2,-1088,768,1,1
RctPlayer_3,7,2,-960,768,1,1
RctPlayer_3,8,2,-832,768,1,1
RctPlayer_3,0,3,-1856,896,1,1
RctPlayer_3,1,3,-1728,896,1,1
RctPlayer_3,2,3,-1600,896,1,1
RctPlayer_3,3,3,-1472,896,1,1
RctPlayer_3,4,3,-1344,896,1,1
RctPlayer_3,5,3,-1216,896,1,1
RctPlayer_3,6,3,-1088,896,1,1
RctPlayer_3,7,3,-960,896,1,1
RctPlayer_3,8,3,-832,896,1,1
RctPlayer_3,0,4,-1856,1024,1,1
RctPlayer_3,1,4,-1728,1024,1,1
RctPlayer_3,2,4,-1600,1024,1,1
RctPlayer_3,3,4,-1472,1024,1,1
RctPlayer_3,4,4,-1344,1024,1,1
RctPlayer_3,5,4,-1216,1024,1,1
RctPlayer_3,6,4,-1088,1024,1,1
RctPlayer_3,7,4,-960,1024,1,1
RctPlayer_3,8,4,-832,1024,1,1
RctPlayer_3,0,5,-1856,1152,1,1
RctPlayer_3,1,5,-1728,1152,1,1
RctPlayer_3,2,5,-1600,1152,1,1
RctPlayer_3,3,5,-1472,1152,1,1
RctPlayer_3,4,5,-1344,1152,1,1
RctPlayer_3,5,5,-1216,1152,1,1
RctPlayer_3,6,5,-1088,1152,1,1
RctPlayer_3,7,5,-960,1152,1,1
RctPlayer_3,8,5,-832,1152,1,1
RctPlayer_3,0,6,-1856,1280,1,1
RctPlayer_3,1,6,-1728,1280,1,1
RctPlayer_3,2,6,-1600,1280,1,1
RctPlayer_3,3,6,-1472,1280,1,1
RctPlayer_3,4,6,-1344,1280,1,1
RctPlayer_3,5,6,-1216,1280,1,1
RctPlayer_3,6,6,-1088,1280,1,1
RctPlayer_3,7,6,-960,1280,1,1
RctPlayer_3,8,6,-832,1280,1,1
RctPlayer_3,0,7,-1856,1408,1,1
RctPlayer_3,1,7,-1728,1408,1,1
RctPlayer_3,2,7,-1600,1408,1,1
RctPlayer_3,3,7,-1472,1408,1,1
RctPlayer_3,4,7,-1344,1408,1,1
RctPlayer_3,5,7,-1216,1408,1,1
RctPlayer_3,6,7,-1088,1408,1,1
RctPlayer_3,7,7,-960,1408,1,1
RctPlayer_3,8,7,-832,1408,1,1
RctPlayer_3,0,8,-1856,1536,1,1
RctPlayer_3,1,8,-1728,1536,1,1
RctPlayer_3,2,8,-1600,1536,1,1
RctPlayer_3,3,8,-1472,1536,1,1
RctPlayer_3,4,8,-1344,1536,1,1
RctPlayer_3,5,8,-1216,1536,1,1
RctPlayer_3,6,8,-1088,1536,1,1
RctPlayer_3,7,8,-960,1536,1,1
RctPlayer_3,8,8,-832,1536,1,1
RctPlayer_3,0,9,-1856,1664,1,1
RctPlayer_3,1,9,-1728,1664,1,1
RctPlayer_3,2,9,-1600,1664,1,1
RctPlayer_3,3,9,-1472,1664,1,1
RctPlayer_3,4,9,-1344,1664,1,1
RctPlayer_3,5,9,-1216,1664,1,1
RctPlayer_3,6,9,-1088,1664,1,1
RctPlayer_3,7,9,-960,1664,1,1
RctPlayer_3,8,9,-832,1664,1,1
RctPlayer_3,0,10,-1856,1792,1,1
RctPlayer_3,1,10,-1728,1792,1,1
RctPlayer_3,2,10,-1600,1792,1,1
RctPlayer_3,3,10,-1472,1792,1,1
RctPlayer_3,4,10,-1344,1792,1,1
RctPlayer_3,5,10,-1216,1792,1,1
RctPlayer_3,6,10,-1088,1792,1,1
RctPlayer_3,7,10,-960,1792,1,1
RctPlayer_3,8,10,-832,1792,1,1
RctPlayer_3,0,11,-1856,1920,1,1
RctPlayer_3,1,11,-1728,1920,1,1
RctPlayer_3,2,11,-1600,1920,1,1
RctPlayer_3,3,11,-1472,1920,1,1
RctPlayer_3,4,11,-1344,1920,1,1
RctPlayer_3,5,11,-1216,1920,1,1
RctPlayer_3,6,11,-1088,1920,1,1
RctPlayer_3,7,11,-960,1920,1,1
RctPlayer_3,8,11,-832,1920,1,1
RctPlayer_3,0,12,-1856,2048,1,1
RctPlayer_3,1,12,-1728,2048,1,1
RctPlayer_3,2,12,-1600,2048,1,1
RctPlayer_3,3,12,-1472,2048,1,1
RctPlayer_3,4,12,-1344,2048,1,1
RctPlayer_3,5,12,-1216,2048,1,1
RctPlayer_3,6,12,-1088,2048,1,1
RctPlayer_3,7,12,-960,2048,1,1
RctPlayer_3,8,12,-832,2048,1,1
RctPlayer_3,0,13,-1856,2176,1,1
RctPlayer_3,1,13,-1728,2176,1,1
RctPlayer_3,2,13,-1600,2176,1,1
RctPlayer_3,3,13,-1472,2176,1,1
RctPlayer_3,4,13,-1344,2176,1,1
RctPlayer_3,5,13,-1216,2176,1,1
RctPlayer_3,6,13,-1088,2176,1,1
RctPlayer_3,7,13,-960,2176,1,1
RctPlayer_3,8,13,-832,2176,1,1
RctPlayer_3,0,14,-1856,2304,1,1
RctPlayer_3,1,14,-1728,2304,1,1
RctPlayer_3,2,14,-1600,2304,1,1
RctPlayer_3,3,14,-1472,2304,1,1
RctPlayer_3,4,14,-1344,2304,1,1
RctPlayer_3,5,14,-1216,2304,1,1
RctPlayer_3,6,14,-1088,2304,1,1
RctPlayer_3,7,14,-960,2304,1,1
RctPlayer_3,8,14,-832,2304,1,1
RctPlayer_3,0,15,-1856,2432,1,1
RctPlayer_3,1,15,-1728,2432,1,1
RctPlayer_3,2,15,-1600,2432,1,1
RctPlayer_3,3,15,-1472,2432,1,1
RctPlayer_3,4,15,-1344,2432,1,1
RctPlayer_3,5,15,-1216,2432,1,1
RctPlayer_3,6,15,-1088,2432,1,1
RctPlayer_3,7,15,-960,2432,1,1
